gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2595,I_kwDOATt8NM6NJa1-,PARQUET-2017
dossett,reporter,https://github.com/apache/parquet-java/issues/2596,I_kwDOATt8NM6NJa2C,PARQUET-2018
pitrou,reporter,https://github.com/apache/parquet-format/issues/392,I_kwDOATt8M86NJGZF,PARQUET-2019
Fokko,reporter,https://github.com/apache/parquet-java/issues/2597,I_kwDOATt8NM6NJa2G,PARQUET-2020
jorgecarleitao,reporter,https://github.com/apache/parquet-format/issues/287,I_kwDOATt8M86NJGOk,PARQUET-2021
dongjoon-hyun,reporter,https://github.com/apache/parquet-java/issues/2598,I_kwDOATt8NM6NJa2I,PARQUET-2022
martin-g,reporter,https://github.com/apache/parquet-java/issues/2599,I_kwDOATt8NM6NJa2P,PARQUET-2023
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2600,I_kwDOATt8NM6NJa2R,PARQUET-2024
chenjunjiedada,reporter,https://github.com/apache/parquet-java/issues/2601,I_kwDOATt8NM6NJa2U,PARQUET-2025
vdiravka,reporter,https://github.com/apache/parquet-java/issues/2602,I_kwDOATt8NM6NJa2d,PARQUET-2026
jorgecarleitao,reporter,https://github.com/apache/parquet-format/issues/393,I_kwDOATt8M86NJGZa,PARQUET-2028
jorgecarleitao,reporter,https://github.com/apache/parquet-java/issues/2604,I_kwDOATt8NM6NJa24,PARQUET-2029
Miksu82,reporter,https://github.com/apache/parquet-java/issues/1621,I_kwDOATt8NM6NJZg3,PARQUET-2030
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2605,I_kwDOATt8NM6NJa3B,PARQUET-2031
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2606,I_kwDOATt8NM6NJa3O,PARQUET-2032
ggershinsky,reporter,https://github.com/apache/parquet-java/issues/2607,I_kwDOATt8NM6NJa3g,PARQUET-2033
gszadovszky,reporter,https://github.com/apache/parquet-format/issues/288,I_kwDOATt8M86NJGOl,PARQUET-2034
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2609,I_kwDOATt8NM6NJa4M,PARQUET-2037
andersonm-ibm,reporter,https://github.com/apache/parquet-java/issues/1623,I_kwDOATt8NM6NJZg_,PARQUET-2038
ggershinsky,reporter,https://github.com/apache/parquet-java/issues/2611,I_kwDOATt8NM6NJa4r,PARQUET-2040
williamhyun,reporter,https://github.com/apache/parquet-java/issues/2612,I_kwDOATt8NM6NJa46,PARQUET-2041
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2613,I_kwDOATt8NM6NJa5F,PARQUET-2043
dongjoon-hyun,reporter,https://github.com/apache/parquet-java/issues/2614,I_kwDOATt8NM6NJa5X,PARQUET-2044
advancedxy,reporter,https://github.com/apache/parquet-java/issues/2615,I_kwDOATt8NM6NJa5o,PARQUET-2045
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2616,I_kwDOATt8NM6NJa50,PARQUET-2046
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2617,I_kwDOATt8NM6NJa6C,PARQUET-2047
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2618,I_kwDOATt8NM6NJa6J,PARQUET-2048
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2619,I_kwDOATt8NM6NJa6R,PARQUET-2049
sunchao,reporter,https://github.com/apache/parquet-java/issues/1626,I_kwDOATt8NM6NJZhL,PARQUET-2050
hailuand,reporter,https://github.com/apache/parquet-java/issues/2620,I_kwDOATt8NM6NJa6X,PARQUET-2051
sunchao,reporter,https://github.com/apache/parquet-java/issues/2621,I_kwDOATt8NM6NJa6k,PARQUET-2052
ggershinsky,reporter,https://github.com/apache/parquet-java/issues/1627,I_kwDOATt8NM6NJZhP,PARQUET-2053
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2622,I_kwDOATt8NM6NJa6t,PARQUET-2054
emkornfield,reporter,https://github.com/apache/arrow/issues/42978,I_kwDOAxgDSc6NJYfG,PARQUET-2056
dchristle,reporter,https://github.com/apache/parquet-java/issues/2623,I_kwDOATt8NM6NJa62,PARQUET-2057
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2625,I_kwDOATt8NM6NJa7H,PARQUET-2059
sunchao,reporter,https://github.com/apache/parquet-java/issues/2627,I_kwDOATt8NM6NJa7g,PARQUET-2061
shangxinli,reporter,https://github.com/apache/parquet-java/issues/1629,I_kwDOATt8NM6NJZhb,PARQUET-2062
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2628,I_kwDOATt8NM6NJa7l,PARQUET-2063
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2629,I_kwDOATt8NM6NJa7w,PARQUET-2064
jorgecarleitao,reporter,https://github.com/apache/arrow/issues/42979,I_kwDOAxgDSc6NJYfN,PARQUET-2066
emkornfield,reporter,https://github.com/apache/arrow/issues/42980,I_kwDOAxgDSc6NJYfS,PARQUET-2067
westonpace,reporter,https://github.com/apache/arrow/issues/42981,I_kwDOAxgDSc6NJYfZ,PARQUET-2068
sv3ndk,reporter,https://github.com/apache/parquet-java/issues/2632,I_kwDOATt8NM6NJa8X,PARQUET-2070
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2633,I_kwDOATt8NM6NJa8e,PARQUET-2071
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2634,I_kwDOATt8NM6NJa8k,PARQUET-2072
Ted-Jiang,reporter,https://github.com/apache/parquet-java/issues/2635,I_kwDOATt8NM6NJa8o,PARQUET-2073
belugabehr,reporter,https://github.com/apache/parquet-java/issues/2636,I_kwDOATt8NM6NJa8v,PARQUET-2074
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2637,I_kwDOATt8NM6NJa8y,PARQUET-2075
shanhuuang,reporter,https://github.com/apache/parquet-java/issues/2639,I_kwDOATt8NM6NJa8-,PARQUET-2077
loudongfeng,reporter,https://github.com/apache/parquet-java/issues/2640,I_kwDOATt8NM6NJa9A,PARQUET-2078
gszadovszky,reporter,https://github.com/apache/parquet-format/issues/394,I_kwDOATt8M86NJGZo,PARQUET-2080
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2642,I_kwDOATt8NM6NJa9J,PARQUET-2081
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2643,I_kwDOATt8NM6NJa9O,PARQUET-2082
sunchao,reporter,https://github.com/apache/parquet-java/issues/2644,I_kwDOATt8NM6NJa9S,PARQUET-2083
sunchao,reporter,https://github.com/apache/parquet-java/issues/2645,I_kwDOATt8NM6NJa9V,PARQUET-2084
pitrou,reporter,https://github.com/apache/arrow/issues/42982,I_kwDOAxgDSc6NJYfc,PARQUET-2086
shangxinli,reporter,https://github.com/apache/parquet-java/issues/1633,I_kwDOATt8NM6NJZhx,PARQUET-2087
sunchao,reporter,https://github.com/apache/arrow/issues/42984,I_kwDOAxgDSc6NJYfu,PARQUET-2090
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2647,I_kwDOATt8NM6NJa9Z,PARQUET-2091
zeroshade,reporter,https://github.com/apache/parquet-java/issues/2648,I_kwDOATt8NM6NJa9e,PARQUET-2092
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2649,I_kwDOATt8NM6NJa9l,PARQUET-2093
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2650,I_kwDOATt8NM6NJa9o,PARQUET-2094
vinooganesh,reporter,https://github.com/apache/parquet-java/issues/2651,I_kwDOATt8NM6NJa9p,PARQUET-2096
jorgecarleitao,reporter,https://github.com/apache/parquet-java/issues/2652,I_kwDOATt8NM6NJa9v,PARQUET-2097
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2653,I_kwDOATt8NM6NJa9z,PARQUET-2098
emkornfield,reporter,https://github.com/apache/arrow/issues/42985,I_kwDOAxgDSc6NJYf6,PARQUET-2099
sekikn,reporter,https://github.com/apache/parquet-java/issues/1635,I_kwDOATt8NM6NJZh7,PARQUET-2101
ryanrupp,reporter,https://github.com/apache/parquet-java/issues/2655,I_kwDOATt8NM6NJa98,PARQUET-2102
ggershinsky,reporter,https://github.com/apache/parquet-java/issues/2656,I_kwDOATt8NM6NJa-C,PARQUET-2103
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2658,I_kwDOATt8NM6NJa-N,PARQUET-2105
alexeykudinkin,reporter,https://github.com/apache/parquet-java/issues/1636,I_kwDOATt8NM6NJZiB,PARQUET-2106
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2659,I_kwDOATt8NM6NJa-T,PARQUET-2107
tachyonwill,reporter,https://github.com/apache/arrow/issues/42986,I_kwDOAxgDSc6NJYgB,PARQUET-2109
jincongho,reporter,https://github.com/apache/parquet-format/issues/396,I_kwDOATt8M86NJGaC,PARQUET-2110
jackylee-ch,reporter,https://github.com/apache/parquet-java/issues/2661,I_kwDOATt8NM6NJa-Z,PARQUET-2111
shangxinli,reporter,https://github.com/apache/parquet-java/issues/1637,I_kwDOATt8NM6NJZiE,PARQUET-2112
yikf,reporter,https://github.com/apache/parquet-java/issues/2662,I_kwDOATt8NM6NJa-g,PARQUET-2113
yikf,reporter,https://github.com/apache/parquet-java/issues/2663,I_kwDOATt8NM6NJa-j,PARQUET-2114
tachyonwill,reporter,https://github.com/apache/arrow/issues/42987,I_kwDOAxgDSc6NJYgM,PARQUET-2115
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2664,I_kwDOATt8NM6NJa-l,PARQUET-2116
emkornfield,reporter,https://github.com/apache/arrow/issues/42988,I_kwDOAxgDSc6NJYgS,PARQUET-2118
tachyonwill,reporter,https://github.com/apache/arrow/issues/42989,I_kwDOAxgDSc6NJYgZ,PARQUET-2119
sekikn,reporter,https://github.com/apache/parquet-java/issues/2666,I_kwDOATt8NM6NJa-q,PARQUET-2121
tachyonwill,reporter,https://github.com/apache/arrow/issues/42990,I_kwDOAxgDSc6NJYge,PARQUET-2123
tachyonwill,reporter,https://github.com/apache/arrow/issues/42991,I_kwDOAxgDSc6NJYgj,PARQUET-2124
tanuja5,reporter,https://github.com/apache/parquet-java/issues/2668,I_kwDOATt8NM6NJa-2,PARQUET-2125
vinooganesh,reporter,https://github.com/apache/parquet-java/issues/2670,I_kwDOATt8NM6NJa-_,PARQUET-2128
vinooganesh,reporter,https://github.com/apache/parquet-java/issues/2671,I_kwDOATt8NM6NJa_D,PARQUET-2129
tachyonwill,reporter,https://github.com/apache/arrow/issues/42385,I_kwDOAxgDSc6NJXWH,PARQUET-2130
tachyonwill,reporter,https://github.com/apache/arrow/issues/42992,I_kwDOAxgDSc6NJYgo,PARQUET-2131
jackylee-ch,reporter,https://github.com/apache/parquet-format/issues/397,I_kwDOATt8M86NJGaJ,PARQUET-2133
theosib-amazon,reporter,https://github.com/apache/parquet-java/issues/2674,I_kwDOATt8NM6NJa_Q,PARQUET-2135
ggershinsky,reporter,https://github.com/apache/parquet-java/issues/2675,I_kwDOATt8NM6NJa_T,PARQUET-2136
EdisonWang,reporter,https://github.com/apache/parquet-java/issues/2676,I_kwDOATt8NM6NJa_f,PARQUET-2137
EdisonWang,reporter,https://github.com/apache/parquet-java/issues/2677,I_kwDOATt8NM6NJa_2,PARQUET-2138
theosib-amazon,reporter,https://github.com/apache/parquet-java/issues/2678,I_kwDOATt8NM6NJbAS,PARQUET-2139
theosib-amazon,reporter,https://github.com/apache/parquet-java/issues/2680,I_kwDOATt8NM6NJbBU,PARQUET-2142
theosib-amazon,reporter,https://github.com/apache/parquet-java/issues/2681,I_kwDOATt8NM6NJbB4,PARQUET-2143
huaxingao,reporter,https://github.com/apache/parquet-java/issues/2682,I_kwDOATt8NM6NJbCO,PARQUET-2144
ggershinsky,reporter,https://github.com/apache/parquet-java/issues/2683,I_kwDOATt8NM6NJbCl,PARQUET-2145
theosib-amazon,reporter,https://github.com/apache/parquet-testing/issues/52,I_kwDOCKC9186NJFqG,PARQUET-2147
ggershinsky,reporter,https://github.com/apache/parquet-java/issues/2685,I_kwDOATt8NM6NJbDe,PARQUET-2148
parthchandra,reporter,https://github.com/apache/parquet-java/issues/2686,I_kwDOATt8NM6NJbD4,PARQUET-2149
steveloughran,reporter,https://github.com/apache/parquet-java/issues/2687,I_kwDOATt8NM6NJbEG,PARQUET-2150
steveloughran,reporter,https://github.com/apache/parquet-java/issues/2688,I_kwDOATt8NM6NJbEe,PARQUET-2151
LuciferYang,reporter,https://github.com/apache/parquet-java/issues/2691,I_kwDOATt8NM6NJbFZ,PARQUET-2154
sunchao,reporter,https://github.com/apache/parquet-java/issues/2692,I_kwDOATt8NM6NJbFz,PARQUET-2155
panbingkun,reporter,https://github.com/apache/parquet-java/issues/2693,I_kwDOATt8NM6NJbGL,PARQUET-2156
huaxingao,reporter,https://github.com/apache/parquet-java/issues/2694,I_kwDOATt8NM6NJbGS,PARQUET-2157
steveloughran,reporter,https://github.com/apache/parquet-java/issues/2695,I_kwDOATt8NM6NJbGW,PARQUET-2158
Fang-Xie,reporter,https://github.com/apache/parquet-java/issues/1643,I_kwDOATt8NM6NJZin,PARQUET-2159
zhongyujiang,reporter,https://github.com/apache/parquet-format/issues/398,I_kwDOATt8M86NJGaN,PARQUET-2160
liukun4515,reporter,https://github.com/apache/parquet-format/issues/399,I_kwDOATt8M86NJGab,PARQUET-2162
tachyonwill,reporter,https://github.com/apache/arrow/issues/42993,I_kwDOAxgDSc6NJYgt,PARQUET-2163
parthchandra,reporter,https://github.com/apache/parquet-java/issues/2697,I_kwDOATt8NM6NJbGf,PARQUET-2164
steveloughran,reporter,https://github.com/apache/parquet-java/issues/2698,I_kwDOATt8NM6NJbGh,PARQUET-2165
iemejia,reporter,https://github.com/apache/parquet-java/issues/1644,I_kwDOATt8NM6NJZir,PARQUET-2169
emkornfield,reporter,https://github.com/apache/arrow/issues/42994,I_kwDOAxgDSc6NJYgy,PARQUET-2172
steveloughran,reporter,https://github.com/apache/parquet-java/issues/2704,I_kwDOATt8NM6NJbI1,PARQUET-2173
fatemehp,reporter,https://github.com/apache/arrow/issues/42995,I_kwDOAxgDSc6NJYg1,PARQUET-2175
sekikn,reporter,https://github.com/apache/parquet-java/issues/1646,I_kwDOATt8NM6NJZit,PARQUET-2177
a2l007,reporter,https://github.com/apache/parquet-java/issues/2706,I_kwDOATt8NM6NJbJQ,PARQUET-2178
fatemehp,reporter,https://github.com/apache/arrow/issues/42996,I_kwDOAxgDSc6NJYg3,PARQUET-2179
jinyius,reporter,https://github.com/apache/parquet-java/issues/2707,I_kwDOATt8NM6NJbJR,PARQUET-2180
jinyius,reporter,https://github.com/apache/parquet-java/issues/2708,I_kwDOATt8NM6NJbJW,PARQUET-2181
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2709,I_kwDOATt8NM6NJbJb,PARQUET-2182
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2710,I_kwDOATt8NM6NJbJc,PARQUET-2183
a2l007,reporter,https://github.com/apache/parquet-java/issues/2711,I_kwDOATt8NM6NJbJf,PARQUET-2185
pitrou,reporter,https://github.com/apache/parquet-java/issues/2712,I_kwDOATt8NM6NJbJj,PARQUET-2186
sfc-gh-nthimmegowda,reporter,https://github.com/apache/parquet-testing/issues/53,I_kwDOCKC9186NJFqI,PARQUET-2187
fatemehp,reporter,https://github.com/apache/arrow/issues/42386,I_kwDOAxgDSc6NJXWO,PARQUET-2188
jiangjiguang,reporter,https://github.com/apache/parquet-java/issues/2713,I_kwDOATt8NM6NJbJl,PARQUET-2189
jiangjiguang,reporter,https://github.com/apache/parquet-java/issues/2714,I_kwDOATt8NM6NJbJo,PARQUET-2190
wangyum,reporter,https://github.com/apache/parquet-java/issues/2715,I_kwDOATt8NM6NJbJt,PARQUET-2191
wangyum,reporter,https://github.com/apache/parquet-testing/issues/54,I_kwDOCKC9186NJFqM,PARQUET-2192
wgtmac,reporter,https://github.com/apache/parquet-java/issues/2717,I_kwDOATt8NM6NJbJ2,PARQUET-2195
wgtmac,reporter,https://github.com/apache/parquet-java/issues/2718,I_kwDOATt8NM6NJbJ6,PARQUET-2196
ggershinsky,reporter,https://github.com/apache/parquet-java/issues/2719,I_kwDOATt8NM6NJbJ-,PARQUET-2197
fatemehp,reporter,https://github.com/apache/arrow/issues/42997,I_kwDOAxgDSc6NJYg_,PARQUET-2200
fatemehp,reporter,https://github.com/apache/arrow/issues/42998,I_kwDOAxgDSc6NJYhA,PARQUET-2201
sunchao,reporter,https://github.com/apache/parquet-java/issues/2722,I_kwDOATt8NM6NJbKF,PARQUET-2203
fatemehp,reporter,https://github.com/apache/arrow/issues/42999,I_kwDOAxgDSc6NJYhH,PARQUET-2204
sekikn,reporter,https://github.com/apache/parquet-java/issues/2723,I_kwDOATt8NM6NJbKH,PARQUET-2205
fatemehp,reporter,https://github.com/apache/arrow/issues/43000,I_kwDOAxgDSc6NJYhR,PARQUET-2206
ggershinsky,reporter,https://github.com/apache/parquet-java/issues/2724,I_kwDOATt8NM6NJbKM,PARQUET-2208
fatemehp,reporter,https://github.com/apache/arrow/issues/42387,I_kwDOAxgDSc6NJXWR,PARQUET-2209
fatemehp,reporter,https://github.com/apache/arrow/issues/43001,I_kwDOAxgDSc6NJYha,PARQUET-2210
wgtmac,reporter,https://github.com/apache/arrow/issues/43002,I_kwDOAxgDSc6NJYhd,PARQUET-2211
parthchandra,reporter,https://github.com/apache/parquet-java/issues/1651,I_kwDOATt8NM6NJZjC,PARQUET-2212
sunchao,reporter,https://github.com/apache/parquet-java/issues/2725,I_kwDOATt8NM6NJbKR,PARQUET-2213
vectorijk,reporter,https://github.com/apache/parquet-java/issues/2726,I_kwDOATt8NM6NJbKT,PARQUET-2214
rok,reporter,https://github.com/apache/parquet-format/issues/290,I_kwDOATt8M86NJGOt,PARQUET-2215
pitrou,reporter,https://github.com/apache/parquet-format/issues/402,I_kwDOATt8M86NJGan,PARQUET-2218
pitrou,reporter,https://github.com/apache/parquet-format/issues/404,I_kwDOATt8M86NJGaz,PARQUET-2221
pitrou,reporter,https://github.com/apache/parquet-format/issues/405,I_kwDOATt8M86NJGa3,PARQUET-2222
zhangjiashen,reporter,https://github.com/apache/parquet-java/issues/1652,I_kwDOATt8NM6NJZjD,PARQUET-2223
dongjoon-hyun,reporter,https://github.com/apache/parquet-java/issues/2729,I_kwDOATt8NM6NJbKf,PARQUET-2224
fatemehp,reporter,https://github.com/apache/arrow/issues/43003,I_kwDOAxgDSc6NJYhl,PARQUET-2225
yabola,reporter,https://github.com/apache/parquet-java/issues/2730,I_kwDOATt8NM6NJbKo,PARQUET-2226
wgtmac,reporter,https://github.com/apache/parquet-java/issues/1653,I_kwDOATt8NM6NJZjK,PARQUET-2227
wgtmac,reporter,https://github.com/apache/parquet-java/issues/2731,I_kwDOATt8NM6NJbKv,PARQUET-2228
wgtmac,reporter,https://github.com/apache/parquet-java/issues/2732,I_kwDOATt8NM6NJbK3,PARQUET-2229
wgtmac,reporter,https://github.com/apache/parquet-java/issues/2733,I_kwDOATt8NM6NJbK8,PARQUET-2230
pitrou,reporter,https://github.com/apache/parquet-format/issues/291,I_kwDOATt8M86NJGO1,PARQUET-2231
jp0317,reporter,https://github.com/apache/arrow/issues/42388,I_kwDOAxgDSc6NJXWY,PARQUET-2232
shangxinli,reporter,https://github.com/apache/parquet-java/issues/2734,I_kwDOATt8NM6NJbLB,PARQUET-2233
jiangjiguang,reporter,https://github.com/apache/parquet-java/issues/1654,I_kwDOATt8NM6NJZjR,PARQUET-2234
jiangjiguang,reporter,https://github.com/apache/parquet-java/issues/2735,I_kwDOATt8NM6NJbLH,PARQUET-2235
jiangjiguang,reporter,https://github.com/apache/parquet-java/issues/2736,I_kwDOATt8NM6NJbLL,PARQUET-2236
yabola,reporter,https://github.com/apache/parquet-java/issues/1655,I_kwDOATt8NM6NJZjT,PARQUET-2237
jfinis,reporter,https://github.com/apache/parquet-java/issues/1656,I_kwDOATt8NM6NJZjV,PARQUET-2238
gszadovszky,reporter,https://github.com/apache/parquet-java/issues/2741,I_kwDOATt8NM6NJbLZ,PARQUET-2243
zhongyujiang,reporter,https://github.com/apache/parquet-java/issues/2742,I_kwDOATt8NM6NJbLf,PARQUET-2244
zhongyujiang,reporter,https://github.com/apache/parquet-java/issues/2743,I_kwDOATt8NM6NJbLk,PARQUET-2245
zhongyujiang,reporter,https://github.com/apache/parquet-java/issues/2744,I_kwDOATt8NM6NJbLl,PARQUET-2246
cxzl25,reporter,https://github.com/apache/parquet-java/issues/2745,I_kwDOATt8NM6NJbLr,PARQUET-2247
wgtmac,reporter,https://github.com/apache/parquet-java/issues/2746,I_kwDOATt8NM6NJbLu,PARQUET-2248
jfinis,reporter,https://github.com/apache/parquet-format/issues/406,I_kwDOATt8M86NJGbI,PARQUET-2249
fatemehp,reporter,https://github.com/apache/arrow/issues/43004,I_kwDOAxgDSc6NJYhq,PARQUET-2250
yabola,reporter,https://github.com/apache/parquet-java/issues/2747,I_kwDOATt8NM6NJbLy,PARQUET-2251
zhongyujiang,reporter,https://github.com/apache/parquet-java/issues/2748,I_kwDOATt8NM6NJbL3,PARQUET-2252
wgtmac,reporter,https://github.com/apache/parquet-java/issues/2749,I_kwDOATt8NM6NJbMA,PARQUET-2253
yabola,reporter,https://github.com/apache/parquet-java/issues/2750,I_kwDOATt8NM6NJbMB,PARQUET-2254
wgtmac,reporter,https://github.com/apache/parquet-format/issues/409,I_kwDOATt8M86NJGcW,PARQUET-2257
abstractdog,reporter,https://github.com/apache/parquet-java/issues/2751,I_kwDOATt8NM6NJbMF,PARQUET-2258
wgtmac,reporter,https://github.com/apache/parquet-site/issues/66,I_kwDODP6T9M6NJF59,PARQUET-2259
yabola,reporter,https://github.com/apache/parquet-java/issues/2752,I_kwDOATt8NM6NJbMO,PARQUET-2260
emkornfield,reporter,https://github.com/apache/parquet-format/issues/410,I_kwDOATt8M86NJGc5,PARQUET-2261
wgtmac,reporter,https://github.com/apache/parquet-java/issues/2753,I_kwDOATt8NM6NJbMT,PARQUET-2262
wangyum,reporter,https://github.com/apache/parquet-java/issues/2754,I_kwDOATt8NM6NJbMZ,PARQUET-2263
devinrsmith,reporter,https://github.com/apache/parquet-format/issues/411,I_kwDOATt8M86NJGde,PARQUET-2264
clairemcginty,reporter,https://github.com/apache/parquet-java/issues/2755,I_kwDOATt8NM6NJbMc,PARQUET-2265
Fokko,reporter,https://github.com/apache/parquet-java/issues/2757,I_kwDOATt8NM6NJbMj,PARQUET-2267
Fokko,reporter,https://github.com/apache/parquet-java/issues/2758,I_kwDOATt8NM6NJbMn,PARQUET-2268
Fokko,reporter,https://github.com/apache/parquet-java/issues/2759,I_kwDOATt8NM6NJbMq,PARQUET-2269
Fokko,reporter,https://github.com/apache/parquet-format/issues/412,I_kwDOATt8M86NJGd-,PARQUET-2270
